Asset Name,OS,cybercns-sec-vm,huntress,microsoft-ad
camft-dc01,b'Windows Server 2019 Standard',cybercns-sec-vm,huntress,microsoft-ad
camft-dc02,b'Windows Server 2019 Standard', ,huntress,microsoft-ad
camft-fs01,b'Windows Server 2019 Standard',cybercns-sec-vm,huntress,microsoft-ad
camft-hv1,b'Windows Server 2019 Standard',cybercns-sec-vm,huntress,microsoft-ad
camft-hv4,b'Microsoft Windows Server 2019 Standard',cybercns-sec-vm,huntress, 
camft01,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
camft02,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
camft03,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
camft04,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
camft06,b'Windows 10 Business',cybercns-sec-vm,huntress,microsoft-ad
camft07,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
camft08,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
camft09,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
camft12,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
camft13,b'Windows 10 Enterprise',cybercns-sec-vm,huntress,microsoft-ad
camft14,b'Windows 10 Enterprise',cybercns-sec-vm, ,microsoft-ad
camft15,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
camft16,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
camft17,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
camft18,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
camft19,b'Windows 11 Pro', ,huntress,microsoft-ad
camft20,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
camft21,b'Windows 10 Business',cybercns-sec-vm,huntress,microsoft-ad
camft22,b'Windows 10 Business',cybercns-sec-vm,huntress,microsoft-ad
camft23,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
camft24,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
camft26,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
camft27,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
camft46,b'Windows 11 Pro',cybercns-sec-vm,huntress,microsoft-ad
imis-sql,b'Windows Server 2008 R2 Standard',cybercns-sec-vm,huntress,microsoft-ad
imis-webserver,b'Windows Server 2012 R2 Standard',cybercns-sec-vm,huntress,microsoft-ad
laptop-ca,b'Windows 10 Pro', ,huntress,microsoft-ad
laptop-cfo,b'Windows 11 Pro', ,huntress,microsoft-ad
laptop11,b'Windows 11 Pro for Workstations',cybercns-sec-vm,huntress,microsoft-ad
laptop14,b'Microsoft Windows 11 Pro',cybercns-sec-vm,huntress, 
laptop16,b'Microsoft Windows 10 Pro',cybercns-sec-vm,huntress, 
laptop18,b'Microsoft Windows 10 Pro',cybercns-sec-vm,huntress, 
laptop22,b'Windows 10 Pro', ,huntress, 
laptop24,b'Windows 10 Pro', ,huntress,microsoft-ad
laptop25,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
laptop26,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
laptop27,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
laptop30,b'Windows 10 Pro', ,huntress,microsoft-ad
laptop31,b'Windows 10 Pro', ,huntress,microsoft-ad
laptop35,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
laptop36,b'Windows 10 Pro', ,huntress,microsoft-ad
laptop37,b'Windows 11 Pro',cybercns-sec-vm,huntress,microsoft-ad
laptop38,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
laptop40,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
laptop43,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
laptop44,b'Windows 10 Pro',cybercns-sec-vm, ,microsoft-ad
laptop45,b'Windows 10 Pro',cybercns-sec-vm,huntress,microsoft-ad
laptop46,b'Windows 11 Pro',cybercns-sec-vm, ,microsoft-ad
laptop48,b'Windows 11 Pro',cybercns-sec-vm, ,microsoft-ad
laptop49,b'Windows 11 Pro', , ,microsoft-ad
laptop50,b'Windows 11 Pro', , ,microsoft-ad
laptop8,b'Windows 10 Pro for Workstations',cybercns-sec-vm,huntress,microsoft-ad
mip-server,b'Windows Server 2008 R2 Enterprise', ,huntress,microsoft-ad
