Asset Name,OS,huntress
l0001,b'Windows 10 Pro',huntress
l0002,b'Windows 10 Pro',huntress
l0003,b'Windows 10 Pro',huntress
l0004,b'Windows 10 Pro',huntress
l0005,b'Windows 10 Pro',huntress
l0006,b'Windows 10 Pro',huntress
l0007,b'Windows 10 Pro',huntress
l0008,b'Windows 10 Pro',huntress
l0009,b'Windows 10 Pro',huntress
l0010,b'Windows 10 Pro',huntress
l0011,b'Windows 10 Pro',huntress
l0012,b'Windows 10 Pro',huntress
l0013,b'Windows 10 Pro',huntress
l0014,b'Windows 10 Pro',huntress
l0015,b'Windows 10 Pro',huntress
l0016,b'Windows 10 Pro',huntress
l0017,b'Windows 10 Pro',huntress
l0018,b'Windows 10 Pro',huntress
l0019,b'Windows 10 Pro',huntress
l0020,b'Windows 10 Pro',huntress
l0022,b'Windows 10 Pro',huntress
l0023,b'Windows 10 Pro',huntress
l0024,b'Windows 10 Pro',huntress
l0025,b'Windows 10 Pro',huntress
l0026,b'Windows 10 Pro',huntress
l0027,b'Windows 10 Pro',huntress
l0028,b'Windows 10 Pro',huntress
l0029,b'Windows 10 Pro',huntress
l0031,b'Windows 10 Pro',huntress
l0032,b'Windows 10 Pro',huntress
l0033,b'Windows 10 Pro',huntress
l0034,b'Windows 10 Pro',huntress
l0035,b'Windows 10 Pro',huntress
l0036,b'Windows 10 Pro',huntress
l0037,b'Windows 10 Pro',huntress
l0038,b'Windows 10 Pro',huntress
l0039,b'Windows 10 Pro',huntress
l0040,b'Windows 10 Pro',huntress
l0041,b'Windows 10 Pro',huntress
l0042,b'Windows 10 Pro',huntress
l0043,b'Windows 10 Pro',huntress
l0044,b'Windows 10 Pro',huntress
l0045,b'Windows 10 Pro',huntress
l0047,b'Windows 10 Pro',huntress
l0048,b'Windows 10 Pro',huntress
l0050,b'Windows 10 Pro',huntress
l0051,b'Windows 10 Pro',huntress
l0052,b'Windows 10 Pro',huntress
l0053,b'Windows 10 Pro',huntress
l0054,b'Windows 10 Pro',huntress
l0055,b'Windows 10 Pro',huntress
l0056,b'Windows 10 Pro',huntress
l0057,b'Windows 10 Pro',huntress
l0058,b'Windows 10 Pro',huntress
l0059,b'Windows 10 Pro',huntress
l0060,b'Windows 10 Pro',huntress
l0061,b'Windows 10 Pro',huntress
l0062,b'Windows 10 Pro',huntress
l0063,b'Windows 10 Pro',huntress
l0064,b'Windows 10 Pro',huntress
l0065,b'Windows 10 Pro',huntress
l0066,b'Windows 10 Pro',huntress
l0067,b'Windows 10 Pro',huntress
l0069,b'Windows 10 Pro',huntress
l0070,b'Windows 10 Pro',huntress
l0071,b'Windows 10 Pro',huntress
l0072,b'Windows 10 Pro',huntress
l0073,b'Windows 10 Pro',huntress
l0074,b'Windows 10 Pro',huntress
l0075,b'Windows 10 Pro',huntress
l0076,b'Windows 10 Pro',huntress
l0077,b'Windows 10 Pro',huntress
l0078,b'Windows 10 Pro',huntress
l0079,b'Windows 10 Pro',huntress
l0080,b'Windows 10 Pro',huntress
l0081,b'Windows 10 Pro',huntress
l0082,b'Windows 10 Pro',huntress
l0086,b'Windows 10 Pro',huntress
l0088,b'Windows 10 Pro',huntress
