Asset Name,OS,sentinelone
ad-2016-2,b'Windows Server 2016 Datacenter 14393',sentinelone
agvancesrv19,b'Windows Server 2019 Datacenter 17763',sentinelone
brill-2019-srv,b'Windows Server 2019 Datacenter 17763',sentinelone
edi-cobankftp,b'Windows Server 2019 Datacenter 17763',sentinelone
exch2016,b'Windows Server 2016 Standard 14393',sentinelone
exchange2016dag,b'Windows Server 2016 Standard 14393',sentinelone
fortis2012,b'Windows Server 2012 R2 Standard 9600',sentinelone
ifa-5390,b'Windows 10 Pro 19044',sentinelone
ifa-bdc-2019,b'Windows Server 2019 Standard 17763',sentinelone
ifa-bdc-2022,b'Windows Server 2022 Datacenter 20348',sentinelone
ifa15035,b'Windows 10 Enterprise LTSC 17763',sentinelone
ifa15036,b'Windows 10 Enterprise LTSC 17763',sentinelone
ifa5001,b'Windows 10 Pro 19045',sentinelone
ifa5003,b'Windows 10 Pro 19045',sentinelone
ifa5006,b'Windows 10 Pro 19045',sentinelone
ifa5009,b'Windows 10 Pro 19044',sentinelone
ifa5010,b'Windows 10 Pro 19045',sentinelone
ifa5011,b'Windows 10 Pro 19045',sentinelone
ifa5012,b'Windows 10 Pro 19044',sentinelone
ifa5013,b'Windows 10 Pro 19045',sentinelone
ifa5014,b'Windows 10 Pro 19045',sentinelone
ifa5016,b'Windows 10 Pro 19045',sentinelone
ifa5017,b'Windows 10 Pro 19045',sentinelone
ifa5018,b'Windows 10 Pro 19045',sentinelone
ifa5020,b'Windows 10 Pro 19045',sentinelone
ifa5021,b'Windows 10 Pro 19045',sentinelone
ifa5023,b'Windows 10 Pro for Workstations 19044',sentinelone
ifa5024,b'Windows 10 Pro for Workstations 19045',sentinelone
ifa5026,b'Windows 10 Pro 19045',sentinelone
ifa5027,b'Windows 10 Pro 19045',sentinelone
ifa5028,b'Windows 10 Pro 19045',sentinelone
ifa5030,b'Windows 10 Pro 19045',sentinelone
ifa5031,b'Windows 10 Pro 19045',sentinelone
ifa5034,b'Windows 10 Pro 19045',sentinelone
ifa5037,b'Windows 10 Pro 19045',sentinelone
ifa5038,b'Windows 10 Pro 19045',sentinelone
ifa5040,b'Windows 10 Pro 19045',sentinelone
ifa5041,b'Windows 10 Pro 19045',sentinelone
ifa5042,b'Windows 10 Pro 19045',sentinelone
ifa5046,b'Windows 10 Pro 19045',sentinelone
ifa5047,b'Windows 10 Pro 19045',sentinelone
ifa5048,b'Windows 10 Pro 19045',sentinelone
ifa5050,b'Windows 10 Pro 19045',sentinelone
ifa5055,b'Windows 10 Pro 19045',sentinelone
ifa5056,b'Windows 10 Pro 19045',sentinelone
ifa5068,b'Windows 10 Pro 19045',sentinelone
ifa5070,b'Windows 10 Pro 19044',sentinelone
ifa5071,b'Windows 10 Pro 19045',sentinelone
