Asset Name,OS,huntress
br-cutter,b'Windows 10 Pro',huntress
br-onyx,b'Windows 10 Pro',huntress
br_prepress,b'Windows 11 Pro',huntress
cfr1,b'Windows 10 Pro',huntress
demo-pc,b'Windows 11 Pro',huntress
flora-mele,b'Windows 10 Pro',huntress
mele-sales-lap-1,b'Windows 11 Home',huntress
mele-saleslap2,b'Windows 11 Pro',huntress
mele_fc1,b'Windows 10 Pro',huntress
mppp-1-2022,b'Windows 11 Pro',huntress
mppp-2-2022,b'Windows 11 Pro',huntress
mppp-3-2022,b'Windows 11 Pro',huntress
mppp-4-2022,b'Windows 11 Pro',huntress
mppp-5-2022,b'Windows 11 Pro',huntress
mppp-6-2022,b'Windows 11 Pro',huntress
mppp-7-2022,b'Windows 11 Pro',huntress
mppp-8-2022,b'Windows 11 Pro',huntress
mppt102020,b'Windows 11 Pro',huntress
mppt12020,b'Windows 11 Pro',huntress
mppt32020,b'Windows 11 Pro',huntress
mppt42020,b'Windows 11 Pro',huntress
mppt52020,b'Windows 11 Pro',huntress
mppt62020,b'Windows 11 Pro',huntress
mppt72020,b'Windows 11 Pro',huntress
mpwf-1-2022,b'Windows 11 Pro',huntress
mpwf-2-2022,b'Windows 11 Pro',huntress
mpws-1-2021,b'Windows 11 Pro',huntress
mpws-1-2022,b'Windows 11 Pro',huntress
mpws-10-2022,b'Windows 11 Pro',huntress
mpws-13-2021,b'Windows 11 Pro',huntress
mpws-14-2021,b'Windows 11 Pro',huntress
mpws-15-2021,b'Windows 11 Pro',huntress
mpws-16-2021,b'Windows 11 Pro',huntress
mpws-17-2021,b'Windows 11 Pro',huntress
mpws-18-2021,b'Windows 11 Pro',huntress
mpws-19-2021,b'Windows 11 Pro',huntress
mpws-2-2021,b'Windows 11 Pro',huntress
mpws-3-2021,b'Windows 11 Pro',huntress
mpws-4-2021,b'Windows 11 Pro',huntress
mpws-4-2022,b'Windows 11 Pro',huntress
mpws-5-2021,b'Windows 11 Pro',huntress
mpws-5-2022,b'Windows 11 Pro',huntress
mpws-6-2021,b'Windows 11 Pro',huntress
mpws-7-2021,b'Windows 11 Pro',huntress
mpws-7-2022,b'Windows 11 Pro',huntress
mpws-8-2021,b'Windows 11 Pro',huntress
mpws-8-2022,b'Windows 11 Pro',huntress
mpws-9-2021,b'Windows 11 Pro',huntress
mpws-9-2022,b'Windows 11 Pro',huntress
mpws-ss1-2021,b'Windows 11 Pro',huntress
mpws-ss2-2021,b'Windows 11 Pro',huntress
mpws-ss3-2021,b'Windows 11 Pro',huntress
mpws102019,b'Windows 11 Pro',huntress
mpws112019,b'Windows 11 Pro',huntress
mpws12019,b'Windows 11 Pro',huntress
mpws12021,b'Windows 11 Pro',huntress
mpws132019,b'Windows 11 Pro',huntress
mpws142019,b'Windows 11 Pro',huntress
mpws152019,b'Windows 11 Pro',huntress
mpws162019,b'Windows 11 Pro',huntress
mpws172019,b'Windows 11 Pro',huntress
mpws182019,b'Windows 11 Pro',huntress
mpws192019,b'Windows 11 Pro',huntress
mpws202019,b'Windows 10 Pro',huntress
mpws212019,b'Windows 10 Pro',huntress
mpws22019,b'Windows 11 Pro',huntress
mpws232020,b'Windows 11 Pro',huntress
mpws32019,b'Windows 11 Pro',huntress
mpws52019,b'Windows 11 Pro',huntress
mpws62019,b'Windows 11 Pro',huntress
mpws82019,b'Windows 11 Pro',huntress
mpws92019,b'Windows 11 Pro',huntress
mpwsbr-1-2022,b'Windows 11 Pro',huntress
mpwsbr-2-2022,b'Windows 11 Pro',huntress
mpwsbr-3-2022,b'Windows 11 Pro',huntress
mpwsbr-4-2022,b'Windows 11 Pro',huntress
ups1,b'Windows 11 Pro',huntress
ups2,b'Windows 11 Pro',huntress
ups3,b'Windows 11 Pro',huntress
wf-2,b'Windows 10 Pro',huntress
