Asset Name,OS,huntress
3155jg2,b'Windows 10 Enterprise',huntress
3hsydw2,b'Windows 10 Pro',huntress
3hszdw2,b'Windows 10 Pro',huntress
3ht0fw2,b'Windows 10 Enterprise',huntress
3nn5dd2,b'Windows 10 Pro',huntress
8s2hrr2,b'Windows 10 Pro',huntress
admin2kny2w2,b'Windows 10 Enterprise',huntress
admitch6mxk2,b'Windows 10 Enterprise',huntress
admitfhwgdv2,b'Windows 10 Pro',huntress
alano1,b'Windows 10 Enterprise',huntress
amb-1,b'Windows 10 Pro',huntress
amb-2,b'Windows 10 Pro',huntress
amb-super,b'Windows 10 Pro',huntress
amb4,b'Windows 10 Enterprise',huntress
amb5,b'Windows 10 Pro',huntress
ambaware,b'Windows 10 Enterprise',huntress
ap-clerk,b'Windows 10 Enterprise',huntress
ar2kn03w2,b'Windows 10 Enterprise',huntress
ar4sh81t2,b'Windows 10 Pro',huntress
ar79snmn2,b'Windows 10 Enterprise',huntress
ascomunite,b'Windows Server 2019 Standard',huntress
ascomups,b'Windows Server 2019 Standard',huntress
asm,b'Windows Server 2016 Standard',huntress
badgecom,b'Windows 10 Enterprise',huntress
bc4sk41t2,b'Windows 10 Enterprise',huntress
bearlake,b'Windows 10 Enterprise',huntress
birth4sk51t2,b'Windows 10 Pro',huntress
blueiris,b'Windows 10 Enterprise',huntress
bridgetd1,b'Windows 10 Enterprise',huntress
bwilson1,b'Windows 10 Enterprise LTSC 2021',huntress
c0mx8n2,b'Windows 10 Enterprise',huntress
c6tkfs3,b'Windows 10 Enterprise',huntress
cardiowow,b'Windows 10 Pro',huntress
casemgmt1,b'Windows 10 Pro',huntress
cerberus,b'Windows Server 2016 Datacenter',huntress
cfodesktop,b'Windows 10 Pro',huntress
cgwyhl2,b'Windows 10 Pro',huntress
clinadm539hpqg2,b'Windows 10 Pro',huntress
clinadm6806xp52,b'Windows 10 Pro',huntress
clinic1h5sqg2,b'Windows 10 Enterprise',huntress
clinic3ht1fw2,b'Windows 10 Enterprise',huntress
clinic3ht2fw2,b'Windows 10 Enterprise',huntress
clinic3jq4c62,b'Windows 10 Enterprise',huntress
clinic3ns3dd2,b'Windows 10 Pro',huntress
clinic4135,b'Windows 10 Enterprise',huntress
clinic4sh91t2,b'Windows 10 Enterprise',huntress
clinic6dcy1g3,b'Windows 10 Enterprise',huntress
clinic79tpmn2,b'Windows 10 Enterprise',huntress
clinic7hmnr12,b'Windows 10 Pro',huntress
clinic7mcl7x2,b'Windows 10 Enterprise',huntress
cliniccrchr22,b'Windows 10 Enterprise',huntress
clinicg26vqg2,b'Windows 10 Enterprise',huntress
clinicgcmcxh2,b'Windows 10 Enterprise',huntress
clinicgn713w2,b'Windows 10 Pro',huntress
clinicj10yxm2,b'Windows 10 Enterprise',huntress
clinicrm12,b'Windows 10 Enterprise',huntress
clinx20398g3y2,b'Windows 10 Pro',huntress
clinx22398m3y2,b'Windows 10 Pro',huntress
clinx2430m5jg2,b'Windows 10 Pro',huntress
clinx25398f3y2,b'Windows 10 Pro',huntress
clinx2wzzs13,b'Windows 10 Enterprise',huntress
clinx342zlb3y2,b'Windows 10 Pro',huntress
clinx4087qhx12,b'Windows 10 Enterprise',huntress
clinx4117rtcp2,b'Windows 10 Enterprise',huntress
