Asset Name,OS,huntress,microsoft-ad,sentinelone
azuredc01,b'Windows Server 2022 Datacenter Azure Edition', ,microsoft-ad, 
blueclassroom,b'Windows 10 Pro 19044',huntress,microsoft-ad,sentinelone
cal104-2,b'Windows 10 Pro', ,microsoft-ad, 
cal113,b'Windows 10 Pro 19044',huntress,microsoft-ad,sentinelone
cal118,b'Windows 10 Business 19045',huntress,microsoft-ad,sentinelone
cal144,b'Windows 10 Pro 19045',huntress,microsoft-ad,sentinelone
cal160,b'Windows 10 Pro 19045',huntress,microsoft-ad,sentinelone
cal162,b'Windows 10 Business 19045',huntress,microsoft-ad,sentinelone
cmha-2ua33815qg,b'Windows 10 Pro 19045',huntress, ,sentinelone
cmha-90qsvz2,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-aorus-01,b'Windows 11 Business 22621',huntress, ,sentinelone
cmha-aorus-02,b'Windows 11 Pro 22621',huntress, ,sentinelone
cmha-b8rfpw2,b'Windows 10 Business 19044',huntress, ,sentinelone
cmha-cal129,b'Windows 10 Pro 19045',huntress, ,sentinelone
cmha-cal135,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-cal141,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-cal143,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-cal146,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-cal149,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-h1qsvz2,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-j2qsvz2,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-lr0bv4e2,b'Windows 11 Business 22000',huntress, ,sentinelone
cmha-lr0bvk5k,b'Windows 10 Pro 19045',huntress, ,sentinelone
cmha-mj0342t6,b'Windows 11 Pro 22000',huntress, ,sentinelone
cmha-mj0fkybq,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-mj0fkyd6,b'Windows 11 Pro',huntress, , 
cmha-mj0flrnd,b'Windows 10 Pro 19045',huntress, ,sentinelone
cmha-mj0g47lk,b'Windows 10 Pro 19045',huntress, ,sentinelone
cmha-mj0g47mj,b'Windows 11 Pro 22621',huntress, ,sentinelone
cmha-mj0g8nvl,b'Windows 11 Pro 22621',huntress, ,sentinelone
cmha-mj0g8nw2,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-mj0g8nwc,b'Windows 11 Pro 22621',huntress, ,sentinelone
cmha-mj0g8nws,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-mj0g8nwt,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-mj0g8nxb,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-mj0jrn5t,b'Windows 11 Business 22621',huntress, ,sentinelone
cmha-mj0jrn62,b'Windows 11 Business 22621',huntress, ,sentinelone
cmha-mj0jrzwa,b'Windows 11 Pro 22621',huntress, ,sentinelone
cmha-mj0jrzwb,b'Windows 11 Pro 22621',huntress, ,sentinelone
cmha-mj0jrzwj,b'Windows 11 Pro 22621',huntress, ,sentinelone
cmha-mj0jrzwk,b'Windows 11 Pro 22621',huntress, ,sentinelone
cmha-mj0jrzwn,b'Windows 11 Pro 22621',huntress, ,sentinelone
cmha-pc0cj6kw,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-pc0d7j8v,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-pc0dx145,b'Windows 10 Business 19045', , ,sentinelone
cmha-pc0dx1j8,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-pc0eyye9,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-pc0getgg,b'Windows 11 Pro 22621',huntress, ,sentinelone
cmha-pc0geyub,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-pc0jm25p,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-pc0t4ktp,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-pf1bpdcb,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-pf1bpdcy,b'Windows 10 Pro',huntress, , 
cmha-pf1bpdde,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-pf1s252p,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-pf2l3dvx,b'Windows 11 Pro 22621',huntress, ,sentinelone
cmha-pf2rrrwl,b'Windows 10 Pro 19045',huntress, ,sentinelone
cmha-pf2rt10m,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-pf2rt1vn,b'Windows 10 Pro 19045',huntress, ,sentinelone
cmha-pf2rt3qf,b'Windows 10 Pro 19045',huntress, ,sentinelone
cmha-pf2rt4qy,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-pf2s6p8g,b'Windows 10 Pro',huntress, , 
cmha-pf2s7gve,b'Windows 11 Pro',huntress, , 
cmha-pf2s7hz3,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-pf2s7p4m,b'Windows 10 Pro 19044',huntress, ,sentinelone
cmha-pf2s7y90,b'Windows 11 Pro 22621',huntress, ,sentinelone
cmha-pf2s89sb,b'Windows 10 Pro 19045',huntress, ,sentinelone
