Asset Name,OS,huntress,sentinelone
agardnerv3-2,b'Windows 11 Home 22621',huntress,sentinelone
aled-cr01,b'Windows 10 Pro 19045',huntress,sentinelone
aled-cr02,b'Windows 10 Pro 19045',huntress,sentinelone
aled-cr03,b'Windows 10 Pro 19045',huntress,sentinelone
aled-itdc01,b'Windows Server 2016 Standard 14393',huntress,sentinelone
aled-itvmh01,b'Windows Server 2019 Standard 17763',huntress,sentinelone
az-itapp01,b'Windows Server 2019 Datacenter 17763',huntress,sentinelone
az-itrd02,b'Windows Server 2019 Datacenter 17763',huntress,sentinelone
az-itrd04,b'Windows Server 2019 Datacenter 17763', ,sentinelone
desktop-06gs92o,b'Windows 10 Pro 19045',huntress,sentinelone
desktop-0dfrmmr,b'Windows 10 Pro 19044',huntress,sentinelone
desktop-0ga33ev,b'Windows 10 Pro 19044',huntress,sentinelone
desktop-17btoh5,b'Windows 10 Pro 19045',huntress,sentinelone
desktop-1ebtmvg,b'Windows 10 Pro 19044',huntress,sentinelone
desktop-1hsm67c,b'Windows 10 Pro 19044',huntress,sentinelone
desktop-1u78f9j,b'Windows 10 Pro 19045',huntress,sentinelone
desktop-5bf6tu5,b'Windows 10 Pro 19045',huntress,sentinelone
desktop-5fra6ht,b'Windows 11 Pro 22621',huntress,sentinelone
desktop-5i2i2hm,b'Windows 10 Pro 19044',huntress,sentinelone
desktop-5r2q10b,b'Windows 10 Pro 19045',huntress,sentinelone
desktop-5ua80t8,b'Windows 10 Pro 19045',huntress,sentinelone
desktop-633lu2h,b'Windows 10 Pro 19044',huntress,sentinelone
desktop-9avnev9,b'Windows 10 Pro',huntress, 
desktop-9g9bak1,b'Windows 10 Pro 19044',huntress,sentinelone
desktop-a0fo7f8,b'Windows 10 Pro 19044',huntress,sentinelone
desktop-a4p24if,b'Windows 11 Pro 22621',huntress,sentinelone
desktop-dlcbfmf,b'Windows 11 Pro',huntress, 
desktop-dqnb3hg,b'Windows 10 Pro 19045',huntress,sentinelone
desktop-eadhtf5,b'Windows 10 Pro 19045',huntress,sentinelone
desktop-ekth369,b'Windows 10 Pro 19044',huntress,sentinelone
desktop-hc2mj93,b'Windows 10 Pro 19045',huntress,sentinelone
desktop-i5t8t7n,b'Windows 10 Pro 19045',huntress,sentinelone
desktop-j16j952,b'Windows 10 Pro',huntress, 
desktop-jaepq8r,b'Windows 10 Pro 19044',huntress,sentinelone
desktop-k3nvris,b'Windows 10 Pro 19044',huntress,sentinelone
desktop-k63tttq,b'Windows 10 Pro 19045',huntress,sentinelone
desktop-k8fu71k,b'Windows 10 Pro 19044',huntress,sentinelone
desktop-l738q96,b'Windows 10 Pro 19044',huntress,sentinelone
