Asset Name,OS,huntress,sentinelone
mxp20211016-001,b'Windows 11 Pro 22621',huntress,sentinelone
mxp20211016-002,b'Windows 11 Pro 22621',huntress,sentinelone
mxp20220829-003,b'Windows 11 Pro 22621',huntress,sentinelone
mxp20220829-004,b'Windows 11 Pro 22621',huntress,sentinelone
mxp20220829-006,b'Windows 11 Pro 22621',huntress,sentinelone
mxp20221209-007,b'Windows 11 Pro 22621',huntress,sentinelone
