Asset Name,OS,cb-cloud,huntress,sentinelone
adm-01,b'Windows 10 Enterprise 19045', ,huntress,sentinelone
adm-03,b'Windows 10 Enterprise 19045', ,huntress,sentinelone
adm-04,b'Windows 10 Enterprise 19045', ,huntress,sentinelone
adm02,b'Windows 10 Pro', ,huntress,sentinelone
admin01,b'Windows 10 Enterprise 19042', ,huntress,sentinelone
admindir01,b'Windows 10 Enterprise 19042', ,huntress,sentinelone
admindir02,b'Windows 10 Enterprise 19045', ,huntress,sentinelone
adminlt01,b'Windows 10 x64',cb-cloud,huntress, 
admsup-01,b'Windows 10 Enterprise 19045', ,huntress,sentinelone
alm01,b'Windows 10 Enterprise 19042', ,huntress,sentinelone
alm02,b'Windows 10 Enterprise 19042', ,huntress,sentinelone
alm03,b'Windows 10 Enterprise', ,huntress, 
alm04,b'Windows 10 Enterprise 19042', ,huntress,sentinelone
almsup01,b'Windows 10 Enterprise 19042', ,huntress,sentinelone
bib01,b'Windows 10 Enterprise', ,huntress, 
bib02,b'Windows 10 Enterprise', ,huntress, 
bib03,b'Windows 10 Enterprise', ,huntress, 
bib04,b'Windows 10 Enterprise', ,huntress, 
bib05,b'Windows 10 Enterprise', ,huntress, 
bib06,b'Windows 10 Enterprise', ,huntress, 
bms01,b'Windows 10 Enterprise 19042', ,huntress,sentinelone
car01,b'Windows 10 Enterprise 19042', ,huntress,sentinelone
car02,b'Windows 7 Enterprise  7601 SP1', ,huntress,sentinelone
cat01,b'Windows 10 Enterprise 19042', ,huntress,sentinelone
cat02,b'Windows 10 Enterprise 19042', ,huntress,sentinelone
cat03,b'Windows 10 Enterprise', ,huntress, 
catsup01,b'Windows 10 Enterprise 19042', ,huntress,sentinelone
cdh01,b'Windows 10 Enterprise 19042', ,huntress,sentinelone
cdinfec01,b'Windows 10 Enterprise 19042', ,huntress,sentinelone
cdinfec02,b'Windows 10 Enterprise 19042', ,huntress,sentinelone
cdinfeclt01,b'Windows 10 Enterprise', ,huntress, 
chpeng01-w7,b'Windows 7 Enterprise  7601 SP1', ,huntress,sentinelone
cir-05,b'Windows 10 Enterprise 19044', ,huntress,sentinelone
cir-06,b'Windows 10 Enterprise 19044', ,huntress,sentinelone
cir01,b'Windows 10 Enterprise 19044', ,huntress,sentinelone
cir02,b'Windows 10 Enterprise 19042', ,huntress,sentinelone
cir03,b'Windows 10 Enterprise 19042', ,huntress,sentinelone
cir04,b'Windows 10 Enterprise 19042', ,huntress,sentinelone
cirmd01,b'Windows 10 Enterprise', ,huntress, 
cirsup-01,b'Windows 10 Enterprise 19045', ,huntress,sentinelone
compras-01,b'Windows 10 Enterprise 19045', ,huntress,sentinelone
compras-02,b'Windows 10 Enterprise 19045', ,huntress,sentinelone
compras-03,b'Windows 10 Enterprise 19045', ,huntress,sentinelone
