Asset Name,OS,cb-cloud,cybercns-sec-vm,huntress,microsoft-ad,sentinelone
anie-2022,b'Windows 10 Pro 19045', , ,huntress, ,sentinelone
annas-macbook-pro,b'OS X 13.3.1 (22E261)', , , , ,sentinelone
bbru-2008,b'Windows 11 Pro 22621', ,cybercns-sec-vm,huntress, ,sentinelone
bfks-macbook-pro,b'OS X 12.6.5 (21G531)', , , , ,sentinelone
bnat-2024,b'Windows 11 Pro', , ,huntress, , 
bnoe-2014,b'Windows 11 Business 22621', ,cybercns-sec-vm,huntress, ,sentinelone
bsil-2001,b'Windows 11 Pro 22621', ,cybercns-sec-vm,huntress, ,sentinelone
clew-2007,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress, ,sentinelone
cwan-2015,b'Windows 11 Pro 22621', ,cybercns-sec-vm,huntress, ,sentinelone
cwanat-1948,b'Windows 10 Pro',cb-cloud, ,huntress,microsoft-ad, 
devsql001,b'Windows Server 2019 Datacenter 17763', , ,huntress,microsoft-ad,sentinelone
devweb001,b'Windows Server 2019 Standard 17763', , ,huntress, ,sentinelone
dom001,b'Windows Server 2019 Standard 17763', , ,huntress,microsoft-ad,sentinelone
dom002,b'Windows Server 2019 Standard 17763', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone
ebyers-1973,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone
ekap-1975,b'Windows 10 Pro 19044', , ,huntress,microsoft-ad,sentinelone
esch-2011,b'Windows 11 Pro 22621', ,cybercns-sec-vm,huntress, ,sentinelone
esiddle-1962,b'Windows 11 Pro 22621', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone
fs60,b'Windows Server 2012 R2 Datacenter 9600', , ,huntress,microsoft-ad,sentinelone
gmur-2020,b'Windows 11 Pro 22621', , ,huntress, ,sentinelone
hcon-2026,b'Windows 10 Pro 19044', , ,huntress, ,sentinelone
jbur-2029,b'Windows 11 Pro 22621', , ,huntress, ,sentinelone
jburke-1952,b'Windows 10 Pro 19045', , ,huntress,microsoft-ad,sentinelone
jhar-2012,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress, ,sentinelone
jkor-1984,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone
jlanguis-1991,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone
jmar-2013,b'Windows 11 Pro 22621', , ,huntress, ,sentinelone
jmea-2023,b'Windows 11 Pro 22621', , ,huntress, ,sentinelone
kgar-2005,b'Windows 11 Pro 22621', ,cybercns-sec-vm,huntress, ,sentinelone
lber-1987,b'Windows 11 Pro 22621', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone
lbry-2019,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress, ,sentinelone
lcompton-1992,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone
mflo-2004,b'Windows 11 Pro 22621', ,cybercns-sec-vm,huntress, ,sentinelone
mgeiger-1996,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone
mpon-2017,b'Windows 11 Pro 22621', ,cybercns-sec-vm,huntress, ,sentinelone
presenter-c,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress, ,sentinelone
presenter-m,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress, ,sentinelone
prodapps001,b'Windows Server 2019 Standard 17763', ,cybercns-sec-vm,huntress, ,sentinelone
proddom001,b'Windows Server 2019 Standard 17763', , ,huntress, ,sentinelone
proddom002,b'Windows Server 2019 Standard 17763', , ,huntress, ,sentinelone
prodsecure001,b'Windows Server 2019 Standard 17763', , ,huntress, ,sentinelone
prodsql001,b'Windows Server 2019 Standard 17763', ,cybercns-sec-vm,huntress, ,sentinelone
prodsql002,b'Windows Server 2019 Standard 17763', ,cybercns-sec-vm,huntress, ,sentinelone
prodsqlstage001,b'Windows Server 2019 Standard 17763', ,cybercns-sec-vm,huntress, ,sentinelone
prodstatic001,b'Windows Server 2019 Standard 17763', , ,huntress, ,sentinelone
produtils001,b'Windows Server 2019 Standard 17763', ,cybercns-sec-vm,huntress, ,sentinelone
prodweb001,b'Windows Server 2019 Standard 17763', , ,huntress, ,sentinelone
prodweb002,b'Windows Server 2019 Standard 17763', ,cybercns-sec-vm,huntress, ,sentinelone
prodweb003,b'Windows Server 2019 Standard 17763', ,cybercns-sec-vm,huntress, ,sentinelone
rsunderhaus-1998,b'Windows 10 Pro 19045', , ,huntress,microsoft-ad,sentinelone
sdannemann-1959,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone
sedwards-1982,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone
sfis-2018,b'Windows 10 Pro 19044', ,cybercns-sec-vm,huntress, ,sentinelone
shag-2021,b'Windows 11 Pro 22621', , ,huntress, ,sentinelone
shallermann-1946,b'Windows 10 Pro 19045', ,cybercns-sec-vm,huntress,microsoft-ad,sentinelone
shoretel01,b'Windows Server 2016 Datacenter',cb-cloud, ,huntress,microsoft-ad, 
