Asset Name,OS,azure-ad,cb-cloud,kaseya-vsa,microsoft-ad,sentinelone
avroom,b'Windows 10 Pro 19044', , , , ,sentinelone
backupnas,b'Windows Server 2019 Standard 17763', , , ,microsoft-ad,sentinelone
bhtesting2,b'Windows 10 Pro 19045', , , , ,sentinelone
bmanas,b'Windows Server 2019 Standard 17763', , , ,microsoft-ad,sentinelone
dc1,b'Windows Server 2019 Standard 17763', , , ,microsoft-ad,sentinelone
dc2,b'Windows Server 2019 Standard 17763', , , ,microsoft-ad,sentinelone
dc3,b'Windows Server 2019 Standard 17763', , , ,microsoft-ad,sentinelone
dentrix2,b'Windows Server 2019 Standard 17763', , , ,microsoft-ad,sentinelone
dmangold,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
dvr1,b'Windows 10 Pro 18363', , , , ,sentinelone
hc-1vdlkl3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-235yql3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-2f6yql3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-355yql3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-3sdlkl3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-415yql3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-505yql3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-525yql3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-545yql3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-5g6yql3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-5m6yql3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-725yql3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-765yql3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-7sdlkl3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-7y4yql3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-8b6yql3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-8k6yql3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-9sdlkl3,b'Windows 10 Pro 19044', , , ,microsoft-ad,sentinelone
hc-b25yql3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-bpmrgs3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-bsdlkl3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-d15yql3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-dc6yql3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-f15yql3,b'Windows 10 Pro', , , ,microsoft-ad, 
hc-f35yql3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-ff6yql3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-gf6yql3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hc-gtdlkl3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hcc-ad01,b'Windows Server 2012 R2 Datacenter', , , ,microsoft-ad, 
hcc-app04,b'Windows Server 2019 Datacenter', , , ,microsoft-ad, 
hcc-app05,b'Windows Server 2019 Datacenter', , , ,microsoft-ad, 
hcc-app06,b'Windows Server 2019 Datacenter', , , ,microsoft-ad, 
hcc-app07,b'Windows Server 2019 Datacenter', , , ,microsoft-ad, 
hcc-app09,b'Windows Server 2019 Datacenter', , , ,microsoft-ad, 
hcc-app2019,b'Windows Server 2019 Datacenter', , , ,microsoft-ad, 
hcc-apptest02,b'Windows Server 2019 Datacenter', , , ,microsoft-ad, 
hcc-ddcsf03,b'Windows Server 2016 Datacenter', , , ,microsoft-ad, 
hcc-dts01,b'Windows Server 2012 R2 Datacenter', , , ,microsoft-ad, 
hcc-jboss02,b'Windows Server 2019 Datacenter', , , ,microsoft-ad, 
hcc-smpp,b'Windows Server 2016 Datacenter', , , ,microsoft-ad, 
hcc-sql02,b'Windows Server 2019 Datacenter', , , ,microsoft-ad, 
hcc-util01,b'Windows Server 2016 Datacenter', , , ,microsoft-ad, 
hcc-util02,b'Windows Server 2016 Datacenter', , , ,microsoft-ad, 
hcc-vsc,b'Windows Server 2016 Datacenter', , , ,microsoft-ad, 
hcc010620mx,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hcc011020a,b'Windows 10 Pro 19044', , , ,microsoft-ad,sentinelone
hcc020618bx,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hcc020620ax,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hcc020620bx,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hcc030620ax,b'Windows 10 Pro 19044', , , ,microsoft-ad,sentinelone
hcc032118ax,b'Windows 10 Pro', , , ,microsoft-ad, 
hcc050620ax,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hcc050620cx,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hcc050620dx,b'Windows 10 Pro 19044', , , ,microsoft-ad,sentinelone
hcc053120bx,b'Windows 10 Pro 19044', , , ,microsoft-ad,sentinelone
hcc062817bx,b'Windows 10 Pro 18363', , , ,microsoft-ad,sentinelone
hcc070820x,b'Windows 10 Pro 19044', , , ,microsoft-ad,sentinelone
hcc080620ax,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hcc080620bx,b'Windows 10 Pro 19044', , , ,microsoft-ad,sentinelone
hcc080620cx,b'Windows 10 Pro 19044', , , ,microsoft-ad,sentinelone
hcc080620dx,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hcc090620ax,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hcc090620bx,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hcc110820bx,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hcc120820ax,b'Windows 10 Pro 19044', , , ,microsoft-ad,sentinelone
hcc120820bx,b'Windows 10 Pro 18363', , , ,microsoft-ad,sentinelone
hcc150620ax,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hcc290520ax,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hcc30052020l,b'Windows 10 Pro', , , ,microsoft-ad, 
hcc30052020nx,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hcc300520jx,b'Windows 10 Pro 19044', , , ,microsoft-ad,sentinelone
hcc300520rx,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hcc310520vx,b'Windows 10 Pro 18363', , , ,microsoft-ad,sentinelone
hcc310620wx,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hccdental1,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hccdental2,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
hccdental3,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
intersect,b'Windows 10 Pro 19044', , , ,microsoft-ad,sentinelone
jaysdesktop,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
kh012329ax,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
kh020620cx,b'Windows 10 Pro 19044', , , ,microsoft-ad,sentinelone
kh020620ex,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
kh071717ax,b'Windows 10 Pro', , , ,microsoft-ad, 
mes,b'Windows Server 2019 Standard 17763', , , , ,sentinelone
mthompson,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
netmon,b'Windows Server 2019 Standard 17763', , , ,microsoft-ad,sentinelone
nshdsecurity,b'Windows 7 Enterprise  7601 SP1', , , , ,sentinelone
nst,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
paperp,b'Windows Server 2019 Standard 17763', , , ,microsoft-ad,sentinelone
pfsl000001,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000002,b'Windows 10 Pro 19044', , , ,microsoft-ad,sentinelone
pfsl000003,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000004,b'Windows 10 Enterprise 19044', , , ,microsoft-ad,sentinelone
pfsl000007,b'Windows 10 Enterprise 19044', , , ,microsoft-ad,sentinelone
pfsl000012,b'Windows 10 Pro 19044', , , ,microsoft-ad,sentinelone
pfsl000015,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000016,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000017,b'Windows 10 Pro 19044', , , ,microsoft-ad,sentinelone
pfsl000018,b'Windows 10 Pro', , , ,microsoft-ad, 
pfsl000020,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000021,b'Windows 10 Pro 18363', , , ,microsoft-ad,sentinelone
pfsl000023,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000024,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000026,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000027,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000031,b'Windows 10 Pro 18363', , , ,microsoft-ad,sentinelone
pfsl000032,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000033,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000035,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000036,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000037,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000039,b'Windows 10 Pro 19042', , , ,microsoft-ad,sentinelone
pfsl000040,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000041,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000044,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000049,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000055,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000056,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000057,b'Windows 10 Pro 18363', , , ,microsoft-ad,sentinelone
pfsl000060,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000061,b'Windows 10 Pro 18363', , , ,microsoft-ad,sentinelone
pfsl000065,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000068,b'Windows 10 Enterprise 19044', , , ,microsoft-ad,sentinelone
pfsl000069,b'Windows 10 Pro 19044', , , ,microsoft-ad,sentinelone
pfsl000070,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000071,b'Windows 10 Pro 18363', , , ,microsoft-ad,sentinelone
pfsl000072,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000074,b'Windows 10 Enterprise 19045', , , ,microsoft-ad,sentinelone
pfsl000075,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
pfsl000076,b'Windows 10 Enterprise 19045', , , ,microsoft-ad,sentinelone
pfsl000077,b'Windows 10 Enterprise 19045', , , ,microsoft-ad,sentinelone
pfsl000081,b'Windows 10 Pro 19045', , , ,microsoft-ad,sentinelone
