Asset Name,OS,cybercns-sec-vm,huntress
laptop-67k02bnv,b'Windows 10 Pro', ,huntress
stri-hq-dt001,b'Windows 10 Pro', ,huntress
stri-hq-dt002,b'Windows 10 Pro', ,huntress
stri-hq-nb-034,b'Windows 10 Pro', ,huntress
stri-hq-nb001,b'Windows 10 Pro', ,huntress
stri-hq-nb002,b'Windows 10 Pro', ,huntress
stri-hq-nb003,b'Windows 10 Pro', ,huntress
stri-hq-nb004,b'Windows 10 Pro', ,huntress
stri-hq-nb005,b'Windows 10 Pro', ,huntress
stri-hq-nb006,b'Windows 10 Pro', ,huntress
stri-hq-nb007,b'Windows 10 Pro', ,huntress
stri-hq-nb008,b'Windows 10 Pro', ,huntress
stri-hq-nb013,b'Windows 10 Pro', ,huntress
stri-hq-nb014,b'Windows 10 Pro', ,huntress
stri-hq-nb016,b'Windows 10 Pro', ,huntress
stri-hq-nb017,b'Windows 10 Pro', ,huntress
stri-hq-nb018,b'Windows 10 Pro', ,huntress
stri-hq-nb019,b'Windows 10 Pro', ,huntress
stri-hq-nb020,b'Windows 10 Pro', ,huntress
stri-hq-nb021,b'Windows 10 Pro', ,huntress
stri-hq-nb022,b'Windows 10 Pro', ,huntress
stri-hq-nb023,b'Windows 10 Pro', ,huntress
stri-hq-nb024,b'Windows 10 Pro', ,huntress
stri-hq-nb025,b'Windows 10 Pro', ,huntress
stri-hq-nb026,b'Windows 10 Pro', ,huntress
stri-hq-nb027,b'Windows 10 Pro', ,huntress
stri-hq-nb028,b'Windows 10 Pro', ,huntress
stri-hq-nb029,b'Windows 10 Pro', ,huntress
stri-hq-nb030,b'Windows 10 Pro', ,huntress
stri-hq-nb031,b'Windows 10 Pro', ,huntress
stri-hq-nb032,b'Windows 10 Pro', ,huntress
stri-hq-nb033,b'Windows 10 Pro', ,huntress
stri-hq-nb034,b'Windows 10 Pro', ,huntress
stri-hq-nb035,b'Windows 10 Pro', ,huntress
stri-hq-nb036,b'Windows 10 Pro', ,huntress
stri-nf-dc0,b'Microsoft Windows Server 2016 Datacenter',cybercns-sec-vm,huntress
